取込対象	内部振替	OCR元ファイルID	OCR元ファイル名	ページ	行番号	日付	金額	摘要	相手	科目	OCR方式
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	920	2025-09-29	12980	USS支払手数料 USS支払手数料	中国銀行 CB 仕課内10	オークション手数	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	921	2025-09-29	4620	ｶｰｾﾌﾞﾝﾃﾞｼﾞﾌｨｰﾙﾄﾞ ｲﾝｽﾏｰﾄｼｽﾃﾑ ｶｰｾﾌﾞﾝﾃﾞｼﾞﾌｨｰﾙﾄﾞ ｲﾝｽﾏｰﾄｼｽﾃﾑ	もみじ福山支店 CB 仕課内10	業務委託費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	922	2025-09-29	6015	ﾁｭｰﾘｯﾋ生命様 ﾁｭｰﾘｯﾋ生命様	もみじ福山支店 その他34 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	923	2025-09-29	27293	ｵﾘｺ ｶｰｻ ｺﾋﾟｰ機 ｵﾘｺ ｶｰｻ ｺﾋﾟｰ機	もみじ福山支店 オリコ複合機31 ｶｰｻ岡山-車両 仕課内8	リース料（販）	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	924	2025-09-29	58201	あんしん生命 あんしん生命	もみじ福山支店 あんしん生命34 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	926	2025-09-29	99000	オリコ.JCM/ジョーカー利用料 オリコ.JCM/ジョーカー利用料	もみじ福山支店 ジョーカー利用料本社 仕共内10	IT費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	927	2025-09-29	907200	ｵﾘｺ 山本彩加様 ﾌﾟｼﾞｮｰ 208 車両 ｵﾘｺ 山本彩加様 ﾌﾟｼﾞｮｰ 208 車両	もみじ福山支店 車両	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	928	2025-09-29	67440	本社 賃借料 住吉町家賃（三和	吉町家賃 もみじ福山支店	DF.ア－クシステムSP 三和地所様 住 諸口	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	929	2025-09-29	1800000	広銀蔵王より広銀本社へ資金移動 広銀本社へ資金移動	広島銀行② 広島(蔵王) 本社	普通預金(入金)	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	930	2025-09-29	265520	山本彩加様 ﾌﾟｼﾞｮｰ208 車両 山本彩加様 ﾌﾟｼﾞｮｰ208 車両	広島銀行② 車両	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	951	2025-09-29	17844	ﾘｺｰｼﾞｬﾊﾟﾝ㈱ 8月分 ﾘｺｰｼﾞｬﾊﾟﾝ㈱ 8月分	中国銀行 ﾘｺｰ 本社 仕共内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	952	2025-09-29	506330	幸陽板金塗装(有) 8月分 買掛金 車両	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	953	2025-09-29	114730	ｶｰﾋﾞｭｰﾃｨｰｱｲｽﾞ 8月分 買掛金 車両	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	954	2025-09-29	8520		広島銀行② 本社 対象外	広島ﾚﾝﾀｶｰ協会 令和７年会費 第2期 広島ﾚﾝﾀｶｰ協会 令和７年会費 第2期 諸会費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	955	2025-09-29	9900	ﾜｰﾙﾄﾞﾕｰﾃｨﾘﾃｨ㈱ 8月分 ﾜｰﾙﾄﾞﾕｰﾃｨﾘﾃｨ㈱ 8月分	広島銀行② ﾜｰﾙﾄﾞﾕｰﾃｨﾘﾃｨ 本社 仕共内10	IT費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	956	2025-09-29	30800		月分 月分 広島銀行② その他 CB 仕課内10	㈱ﾛﾎﾟﾛﾃﾞｻﾞｲﾝ DMﾊｶﾞｷ作成、印刷費 8 ㈱ﾛﾎﾟﾛﾃﾞｻﾞｲﾝ DMﾊｶﾞｷ作成、印刷費 8 広告宣伝費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	18	957	2025-09-29	44829	㈱福山自動車用品商会 8月分 ㈱福山自動車用品商会 8月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	958	2025-09-29	535770	東邦自動車㈱ 8月分 東邦自動車㈱ 8月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	959	2025-09-29	89628	㈱ﾖｺﾊﾏﾀｲﾔｼﾞｬﾊﾟﾝ 8月分 ㈱ﾖｺﾊﾏﾀｲﾔｼﾞｬﾊﾟﾝ 8月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	960	2025-09-29	1386	ｴﾇｼﾞｪｲﾋﾞｨ事業協同組合 8月分 ｴﾇｼﾞｪｲﾋﾞｨ事業協同組合 8月分	広島銀行② CB 仕課内10	業務委託費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	961	2025-09-29	1436	㈱野田商店 8月分 ㈱野田商店 8月分	広島銀行② 来客時経費31 CB 軽仕課内8	販売促進費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	962	2025-09-29	11000	ｵｰﾄﾞﾘｰ花 8月分 ｵｰﾄﾞﾘｰ花 8月分	広島銀行② 来客時経費31 ﾏｾﾗﾃｨ福山-車両仕課内10	販売促進費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	963	2025-09-29	105510	㈱ｽﾀｯﾌｻｰﾋﾞｽ 8月分 ㈱ｽﾀｯﾌｻｰﾋﾞｽ 8月分	広島銀行② 本社 仕共内10	業務委託費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	964	2025-09-29	9160	㈲AIｸﾘｰﾝｻｰﾋﾞｽ 8月分 ㈲AIｸﾘｰﾝｻｰﾋﾞｽ 8月分	広島銀行② AIクリーン31 CB-整備 仕課内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	965	2025-09-29	36300	㈱ﾘｸﾙーﾄｶｰｾﾝｻｰ 8月分 ㈱ﾘｸﾙーﾄｶｰｾﾝｻｰ 8月分	広島銀行② カーセンサー費用CB 仕課内10	IT費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	966	2025-09-29	55000	㈱ﾔﾏｻ 8月分	広島銀行② その他	山本彩加 ﾌﾟｼﾞｮｰ/208.033728 ﾔﾏｻ送料 未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	968	2025-09-29	65000		広島銀行② 但井	大和ﾘﾋﾞﾝｸﾞ 但井 家賃立替分 10月分 大和ﾘﾋﾞﾝｸﾞ 但井 家賃立替分 10月分 立替金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	969	2025-09-29	165000	吉野ｶﾞﾚｰｼﾞ 10月分家賃 吉野ｶﾞﾚｰｼﾞ 10月分家賃	広島銀行② 吉野ｶﾞﾚｰｼﾞ 本社 免80仕共内10	賃借料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	970	2025-09-29	160000	ｳﾂﾐ屋証券 CB家賃 10月分 ｳﾂﾐ屋証券 CB家賃 10月分	広島銀行② ウツミ屋証券㈱31 CB 仕課内10	賃借料	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	973	2025-09-29	3000000	笠信固定へ資金移動 笠信より笠信固定へ資金移動	笠岡信用組合 笠岡信用	普通預金（固定性	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	977	2025-09-29	646438		25/9～ 25/9～ 笠岡信用組合 支払利息34 本社	長期借入 笠信 2600千万 利息分（20 長期借入 笠信 2600千万 利息分（20 09/30 支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	978	2025-09-29	221917		じより笠信引落） じより笠信引落） 笠岡信用組合 支払利息34 本社	日本政策金融公庫 利息分（8/29～もみ 日本政策金融公庫 利息分（8/29～もみ 支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	979	2025-09-29	631746	長期借入 笠信 279,500,000 利息分 長期借入 笠信 279,500,000 利息分	笠岡信用組合 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	980	2025-09-29	135616	長期借入 笠信 60,000,000 利息分 長期借入 笠信 60,000,000 利息分	笠岡信用組合 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	986	2025-09-29	34805	中銀ｶｰﾄﾞ JCB 中銀ｶｰﾄﾞ JCB 連石靖紀様 SB24173	中国銀行 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	987	2025-09-29	1070766	中銀ｶｰﾄﾞ VISA	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	988	2025-09-29	30575	融資利息 融資利息	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	989	2025-09-29	2200	ﾋﾞｰﾌｨｰﾙﾄﾞ ﾋﾞｰﾌｨｰﾙﾄﾞ	もみじ福山支店 コアシステムス゛本社 仕共内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	994	2025-09-29	238647	長期借入返済 一年内長期借入金 広島238000	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	1001	2025-09-29	519648	笠信ｺﾛﾅ 3000（492） 長期借入金 笠信ｺﾛﾅ3000(492)	笠岡信用組合	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	1002	2025-09-29	100684	笠信 貸付利息 笠信 貸付利息	笠岡信用組合 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	1003	2025-09-29	393041	長期借入金 笠信長期4000保証	会 笠岡信用組合	笠信 長期借入金 4.000万円 保証協 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	19	1005	2025-09-29	901310	㈱ｺﾝｸｴｽﾄ 8月分	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	991	2025-09-29	63660		磨栄治様 ﾌﾞﾘｯｼﾞ 岡本大地様 中国銀行	三井住友海上火災保険㈱ 自賠責 三須 10/02 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	993	2025-09-29	41400		ﾊﾟｰﾂｼｽﾃﾑ更新料 ﾊﾟｰﾂｼｽﾃﾑ更新料 広島銀行② その他31 CB-整備 仕課内10	ﾚｯｸｽｺﾑｲﾝﾌｫﾏﾃｨｵﾝｽﾞｽﾞｽﾃｰﾑｹﾞｰｴﾑﾍﾞ J&LR ﾚｯｸｽｺﾑｲﾝﾌｫﾏﾃｨｵﾝｽﾞｽﾞｽﾃｰﾑｹﾞｰｴﾑﾍﾞ J&LR 事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1000	2025-09-29	65234	ﾄﾖﾀﾌｧｲﾅﾝｽ ｶﾞｿﾘﾝ代、他 CB 燃料費 軽油税31	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1013	2025-10-06	53240	ﾘｺｰﾘｰｽ PCﾘｰｽ料 各店舗 本社 リース料（販） リコーリース31	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1017	2025-10-06	88000	未来経営福山事務所 9月分 未来経営福山事務所 9月分	笠岡信用組合 本社 仕共内10	顧問料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1024	2025-10-07	1210	手数料 法人IB 手数料 法人IB	広島信用金庫 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1022	2025-10-08	20000000	㈱ｲｰｸﾞﾙﾎｰﾙﾃﾞｨﾝｸﾞｽ様 MBGｸﾗｽ 404843 ㈱ｲｰｸﾞﾙﾎｰﾙﾃﾞｨﾝｸﾞｽ様 MBGｸﾗｽ 404843	広島銀行② 車両	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1028	2025-10-08	4629890		US専門店ｽｸｴｱ本店) US専門店ｽｸｴｱ本店) 笠岡信用組合 車両	唐川晟亜様 ﾚｸｻｽES300H Fｽﾎﾟｰﾂ (LEX 唐川晟亜様 ﾚｸｻｽES300H Fｽﾎﾟｰﾂ (LEX 10/09 買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1029	2025-10-08	330	手数料 手数料	笠岡信用組合 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1030	2025-10-08	47745		泰之 岡本大地 Jtecﾎｰﾙﾃﾞｨﾝｸﾞｽ 中国銀行	三井住友海上火災保険㈱ 自賠責 深川 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1037	2025-10-10	1650	B-WEB基本手数料 B-WEB基本手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1038	2025-10-10	2530	B-WEB伝送基本手数料 B-WEB伝送基本手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1039	2025-10-10	9790	B-WEB振込手数料 B-WEB振込手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1042	2025-10-10	3850	FBｻｰﾋﾞｽ手数料 FBｻｰﾋﾞｽ手数料	中国銀行 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1043	2025-10-10	330	振込手数料 振込手数料	もみじ福山支店 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1044	2025-10-10	3630	IB手数料 IB手数料	もみじ福山支店 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1056	2025-10-10	985650	㈱ｲｰｸﾞﾙﾎｰﾙﾃﾞｨﾝｸﾞｽ様 MBGｸﾗｽ 404843 ㈱ｲｰｸﾞﾙﾎｰﾙﾃﾞｨﾝｸﾞｽ様 MBGｸﾗｽ 404843	広島銀行② 車両	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1059	2025-10-10	129750	給与 木本理恵子 9月分 給与 木本理恵子 9月分	もみじ福山支店 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1062	2025-10-10	102306	給与 但井智哉 9月分 給与 但井智哉 9月分	笠岡信用組合 給料	未払金	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1065	2025-10-10	700000	広銀蔵王より資金移動 広銀本社へ資金移動	広島銀行② 広島(蔵王) 本社	普通預金(入金)	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1067	2025-10-10	14600	田中賢治様 ﾘｰｽ料 田中賢治様 ﾘｰｽ料	広島銀行② 田中賢治シェア31 CB 免80仕課内10	リース料（販）	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1068	2025-10-10	170000	銚子部長 本社 委託報酬	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1069	2025-10-10	319332	給与 桒原裕樹 9月分 給与 桒原裕樹 9月分	広島銀行② 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1070	2025-10-10	130000	給与 桒原裕樹 9月分 給与 桒原裕樹 9月分	広島銀行② 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1071	2025-10-10	1035928	髙田自動車 9月分 髙田自動車 9月分	広島銀行② 高田	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	20	1072	2025-10-10	214861	給与 橋本慎吾社長 9月分 給与 橋本慎吾社長 9月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1073	2025-10-10	700000	橋本祥子取締役 仮受金 橋本祥子取締役 仮受金	笠岡信用組合	仮受金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1074	2025-10-10	119181	給与 藤本吉則 9月分 給与 藤本吉則 9月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1075	2025-10-10	147643	給与 宮崎亜希子 9月分 給与 宮崎亜希子 9月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1076	2025-10-10	9792	CB 事務所維持費 その他	ﾌﾞﾚﾝﾄﾞ ｸﾘｰﾌﾟ等 広島銀行②	ｱｽｸﾙ 9月 ﾃｨｯｼｭ5箱 ｱｲｽｺｰﾋｰ ｺﾞｰﾙﾄﾞ 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1078	2025-10-10	20985650		ﾙﾃﾞｨﾝｸﾞｽ） ﾙﾃﾞｨﾝｸﾞｽ） 広島銀行② 車両	USS東京会場 MBGｸﾗｽ 404843（ｲｰｸﾞﾙﾎｰ USS東京会場 MBGｸﾗｽ 404843（ｲｰｸﾞﾙﾎｰ 買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1100	2025-10-10	465656	預り金 預かり法定費用	、他 もみじ福山支店	ﾀﾞｲﾅｰｽﾞ 8/21 藤井晃一様 ①SB24045 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1159	2025-10-10	310552	ﾀﾞｲﾅｰｽ 8/20 福山ｶﾞｽ ｶﾞｽ代､他 本社 水道光熱費 ガス料金31	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1160	2025-10-10	514309	本社 燃料費 カ゛ ソリン代31	貸出給油、他 笠岡信用組合	ﾀﾞｲﾅｰｽ 8/22 ENEOS-SS ﾚﾝﾀｶｰＢｸﾗｽ 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1091	2025-10-15	62717	中銀ｶｰﾄﾞ VISA 中銀ｶｰﾄﾞ VISA 安部典高様 SB24172	中国銀行 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1092	2025-10-15	381375	中銀ｶｰﾄﾞ JCB	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1095	2025-10-15	148534		数料 数料 笠岡信用組合 CB 売内10	三井住友海上火災保険㈱ 代理店保険手 三井住友海上火災保険㈱ 代理店保険手 10/16 保険手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1096	2025-10-15	9314	東京海上日動 代理店保険手数料 東京海上日動 代理店保険手数料	中国銀行 CB 売内10	保険手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1099	2025-10-15	31830		智哉 ㈱ｵﾘｺｵｰﾄﾘｰｽ 中国銀行	三井住友海上火災保険㈱ 自賠責 但井 諸口	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1101	2025-10-15	3000000	笠信より広銀本社へ資金移動 広銀本社へ資金移動	広島銀行② 笠岡信用組合	普通預金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1102	2025-10-15	330	手数料 手数料	笠岡信用組合 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1104	2025-10-15	2000000	立替金 その他	ﾘｯｼﾞ） 広島銀行②	藤井妃呂美様 和解合意による支払（ﾌﾞ 10/17 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1105	2025-10-15	500000		田浩之） 田浩之） 広島銀行② その他	藤井妃呂美様 和解合意による支払（戸 藤井妃呂美様 和解合意による支払（戸 立替金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1106	2025-10-15	500000		井智哉） 井智哉） 広島銀行② その他	藤井妃呂美様 和解合意による支払（但 藤井妃呂美様 和解合意による支払（但 立替金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1125	2025-10-20	1100	手数料 手数料	笠岡信用組合 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1127	2025-10-20	5500		売約済 搬出遅延 売約済 搬出遅延 広島銀行② その他	㈱USS東京会場様 ㈱ｲｰｸﾞﾙﾎｰﾙﾃﾞｨﾝｸﾞｽ様 ㈱USS東京会場様 ㈱ｲｰｸﾞﾙﾎｰﾙﾃﾞｨﾝｸﾞｽ様 立替金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1133	2025-10-20	210000	あいおいﾆｯｾｲ同和 SB24232 あいおいﾆｯｾｲ同和 SB24232	もみじ福山支店 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1134	2025-10-20	5177587	ｵﾘｺ 唐川晟亜様 ﾚｸｻｽES 12720 ｵﾘｺ 唐川晟亜様 ﾚｸｻｽES 12720	もみじ福山支店 車両	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1140	2025-10-20	19205	水道代 本社ﾋﾞﾙ 水道代 本社ﾋﾞﾙ	もみじ福山支店 水道料金31 本社 仕共内10	水道光熱費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1141	2025-10-20	4026	水道代 ﾏｾﾗﾃｨ 水道代 ﾏｾﾗﾃｨ	もみじ福山支店 水道料金31 ﾏｾﾗﾃｨ福山-車両仕課内10	水道光熱費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	21	1142	2025-10-20	3850	水道代 CB J＆LR （広銀引落） 水道代 CB J＆LR （広銀引落）	広島銀行② 水道料金31 CB 仕課内10	水道光熱費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	22	1189	2025-10-20	4979	オリコ キックバック オリコ キックバック	もみじ福山支店 キックハ゛ ック1 CB 売内10	受取手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	22	1128	2025-10-21	1324360	㈱ｲｰｸﾞﾙﾎｰﾙﾃﾞｨﾝｸﾞｽ様 MBGｸﾗｽ 404843 ㈱ｲｰｸﾞﾙﾎｰﾙﾃﾞｨﾝｸﾞｽ様 MBGｸﾗｽ 404843	広島銀行② 車両	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	22	1138	2025-10-22	67000	あいおいﾆｯｾｲ同和 SB24233 あいおいﾆｯｾｲ同和 SB24233	もみじ福山支店 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	22	1139	2025-10-23	9713	ｷｬﾉﾝ ﾏｾﾗﾃｨ ｺﾋﾟｰ使用料 ｷｬﾉﾝ ﾏｾﾗﾃｨ ｺﾋﾟｰ使用料	もみじ福山支店 SMBCキャノン31 ﾏｾﾗﾃｨ福山-車両仕課内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	22	1143	2025-10-23	33000	SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）9月分 SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）9月分	笠岡信用組合 フ゜ ロトコーホ CB 仕課内10	販売促進費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	22	1145	2025-10-23	17905	本社 支払保険料 三井住友海上34	物保険料 中国銀行	三井住友海上火災保険㈱ 販売車対人対 諸口	embedded_text
